Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ci,11280114,0,"Friday, April  5, 2013 23:01:00 UTC",33.1035,-116.7302,1.3,3.50,15,"Southern California"
us,b000g112,9,"Friday, April  5, 2013 22:55:02 UTC",36.4463,71.4090,5.4,103.60,75,"Hindu Kush region, Afghanistan"
ci,11280106,0,"Friday, April  5, 2013 22:24:39 UTC",33.6447,-116.1005,1.5,15.00,27,"Southern California"
us,b000g103,6,"Friday, April  5, 2013 22:10:44 UTC",-22.2493,170.7974,4.9,24.40,28,"southeast of the Loyalty Islands"
ci,11280090,0,"Friday, April  5, 2013 22:10:02 UTC",35.7937,-118.0577,1.4,13.20,23,"Central California"
ak,10688458,1,"Friday, April  5, 2013 22:01:01 UTC",62.3886,-151.5822,1.9,99.50, 5,"Central Alaska"
us,b000g0zc,4,"Friday, April  5, 2013 21:53:01 UTC",37.3464,144.7041,4.9,37.40,94,"off the east coast of Honshu, Japan"
nc,71966880,2,"Friday, April  5, 2013 21:50:29 UTC",37.8857,-118.4722,1.1,8.00,18,"Central California"
ci,11280066,0,"Friday, April  5, 2013 21:44:28 UTC",33.3947,-117.5202,2.0,3.20,17,"Southern California"
nc,71966875,1,"Friday, April  5, 2013 21:39:25 UTC",38.7867,-122.7613,2.0,1.20,30,"Northern California"
ci,11280058,0,"Friday, April  5, 2013 21:34:48 UTC",33.8028,-116.0907,1.4,4.60,39,"Southern California"
ak,10688442,1,"Friday, April  5, 2013 21:31:32 UTC",61.3330,-150.8535,1.6,54.40,12,"Southern Alaska"
ak,10688440,1,"Friday, April  5, 2013 21:27:50 UTC",60.4617,-147.8123,1.6,20.80, 4,"Southern Alaska"
ci,11280050,0,"Friday, April  5, 2013 21:23:04 UTC",32.9535,-116.2185,1.8,4.10,12,"Southern California"
uw,60515137,1,"Friday, April  5, 2013 21:09:21 UTC",45.1417,-122.7297,2.3,25.20,27,"Oregon"
nc,71966865,1,"Friday, April  5, 2013 21:05:45 UTC",38.8140,-122.8107,1.0,3.40,23,"Northern California"
nc,71966860,0,"Friday, April  5, 2013 21:03:45 UTC",38.8137,-122.8132,1.1,3.20,17,"Northern California"
nc,71966855,1,"Friday, April  5, 2013 20:53:48 UTC",37.4195,-118.6222,1.6,12.10,24,"Central California"
nc,71966850,0,"Friday, April  5, 2013 20:39:40 UTC",37.8802,-118.4727,1.9,6.80,14,"Central California"
us,b000g0wg,5,"Friday, April  5, 2013 20:38:23 UTC",67.6215,142.8771,4.4,15.10,45,"northeastern Sakha, Russia"
ak,10688415,1,"Friday, April  5, 2013 20:24:58 UTC",63.3393,-151.3484,1.7,0.10, 8,"Central Alaska"
ci,11280010,0,"Friday, April  5, 2013 20:16:46 UTC",33.9963,-116.9338,1.3,6.40,14,"Southern California"
ak,10688404,1,"Friday, April  5, 2013 20:13:01 UTC",61.9372,-149.1330,1.3,38.00,10,"Southern Alaska"
ci,11279994,0,"Friday, April  5, 2013 20:01:31 UTC",34.3102,-116.9238,1.5,55.70,16,"Southern California"
us,b000g0tx,7,"Friday, April  5, 2013 20:00:52 UTC",36.7806,141.3536,5.4,45.90,143,"near the east coast of Honshu, Japan"
nc,71966835,1,"Friday, April  5, 2013 19:59:35 UTC",38.8192,-122.8253,1.0,2.90,22,"Northern California"
us,b000g0t0,5,"Friday, April  5, 2013 19:55:56 UTC",-4.3137,152.7206,5.2,35.10,53,"New Britain region, Papua New Guinea"
ak,10688371,2,"Friday, April  5, 2013 19:37:37 UTC",66.0061,-151.7357,1.9,6.20,20,"northern Alaska"
us,b000g0qz,6,"Friday, April  5, 2013 19:24:58 UTC",43.4896,145.9178,5.1,101.60,129,"Hokkaido, Japan region"
nc,71966830,0,"Friday, April  5, 2013 19:12:15 UTC",35.7250,-121.1092,1.4,7.10, 8,"Central California"
ak,10688357,2,"Friday, April  5, 2013 19:09:05 UTC",51.7885,-174.1862,1.8,52.30,13,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71966825,0,"Friday, April  5, 2013 19:02:33 UTC",39.4070,-120.1912,1.1,9.50,11,"Northern California"
ci,11279946,0,"Friday, April  5, 2013 19:00:11 UTC",33.5108,-116.6225,1.2,25.90,19,"Southern California"
ak,10688353,2,"Friday, April  5, 2013 18:58:09 UTC",61.9720,-149.3715,1.1,48.40,19,"Southern Alaska"
nc,71966815,1,"Friday, April  5, 2013 18:51:17 UTC",38.8390,-122.8288,1.1,2.80,23,"Northern California"
ci,11279930,0,"Friday, April  5, 2013 18:23:27 UTC",34.6112,-119.0768,1.8,13.10,25,"Southern California"
nc,71966785,0,"Friday, April  5, 2013 18:15:45 UTC",35.7248,-121.1100,1.2,7.40, 7,"Central California"
nc,71966780,0,"Friday, April  5, 2013 17:57:38 UTC",35.7232,-121.1088,1.3,7.20, 8,"Central California"
nc,71966770,1,"Friday, April  5, 2013 17:54:01 UTC",35.7297,-121.1017,2.8,6.90,61,"Central California"
ak,10688334,1,"Friday, April  5, 2013 17:46:59 UTC",60.8611,-150.3783,1.4,68.00, 4,"Kenai Peninsula, Alaska"
us,b000g0lm,5,"Friday, April  5, 2013 17:35:30 UTC",0.2629,98.6780,5.5,45.50,64,"Nias region, Indonesia"
ci,11279898,1,"Friday, April  5, 2013 17:26:38 UTC",35.5670,-118.5203,1.7,0.30,19,"Central California"
nc,71966745,1,"Friday, April  5, 2013 17:15:36 UTC",37.9827,-122.0433,1.8,16.80,25,"San Francisco Bay area, California"
ak,10688024,1,"Friday, April  5, 2013 16:47:01 UTC",61.1220,-149.6952,1.5,33.10, 8,"Southern Alaska"
pr,13095008,0,"Friday, April  5, 2013 16:15:30 UTC",19.1490,-64.5674,3.2,57.00, 7,"Virgin Islands region"
ci,11279866,0,"Friday, April  5, 2013 16:14:16 UTC",33.9772,-118.4235,1.9,7.40,31,"Greater Los Angeles area, California"
ci,11279850,0,"Friday, April  5, 2013 15:43:49 UTC",33.2500,-116.0215,2.1,7.10,92,"Southern California"
ak,10687897,1,"Friday, April  5, 2013 15:39:33 UTC",61.6122,-146.4590,1.8,25.10,23,"Southern Alaska"
ci,11279842,0,"Friday, April  5, 2013 15:37:55 UTC",32.7927,-116.5900,1.5,7.30,35,"Southern California"
nc,71966700,1,"Friday, April  5, 2013 14:50:29 UTC",38.7927,-122.7783,2.0,4.20,42,"Northern California"
ci,11279818,0,"Friday, April  5, 2013 14:50:16 UTC",34.0477,-117.2843,2.0,17.30,124,"Greater Los Angeles area, California"
ak,10687887,2,"Friday, April  5, 2013 14:46:48 UTC",51.6079,-178.4258,2.0,5.00,18,"Andreanof Islands, Aleutian Islands, Alaska"
uu,60018117,4,"Friday, April  5, 2013 14:26:49 UTC",44.7902,-110.8358,1.3,6.30,16,"Yellowstone National Park, Wyoming"
nc,71966695,0,"Friday, April  5, 2013 14:26:28 UTC",38.7477,-122.7095,1.0,2.10, 9,"Northern California"
ak,10687870,1,"Friday, April  5, 2013 14:11:35 UTC",61.1427,-146.7996,2.0,24.10,24,"Southern Alaska"
ak,10687855,2,"Friday, April  5, 2013 14:04:04 UTC",56.9158,-156.2378,4.9,70.60,142,"Alaska Peninsula"
nn,00408481,1,"Friday, April  5, 2013 13:52:34 UTC",38.3313,-118.2348,1.9,12.70,13,"Nevada"
us,b000g0f7,5,"Friday, April  5, 2013 13:48:02 UTC",-9.5774,108.6286,4.9,31.60,22,"south of Java, Indonesia"
uw,60514962,1,"Friday, April  5, 2013 13:25:46 UTC",47.8715,-121.6522,1.5,10.60,10,"Washington"
uw,60514957,2,"Friday, April  5, 2013 13:17:00 UTC",48.5120,-119.9138,1.8,0.80,17,"Washington"
us,b000g0d7,9,"Friday, April  5, 2013 13:12:35 UTC",-15.2691,-172.5094,5.0,40.60,20,"Samoa Islands region"
nc,71966650,3,"Friday, April  5, 2013 13:10:23 UTC",37.4090,-121.4495,1.1,5.60,25,"Northern California"
ci,11279762,0,"Friday, April  5, 2013 13:05:34 UTC",33.4907,-116.4345,1.0,9.90,45,"Southern California"
ak,10687805,1,"Friday, April  5, 2013 13:02:38 UTC",63.4176,-151.3447,2.6,0.10,22,"Central Alaska"
us,b000g0cq,9,"Friday, April  5, 2013 13:00:02 UTC",42.7127,131.1050,6.2,561.90,101,"eastern Russia-northeastern China border region"
ci,11279746,0,"Friday, April  5, 2013 12:40:34 UTC",36.0473,-117.8620,1.7,0.80,29,"Central California"
ci,11279738,0,"Friday, April  5, 2013 12:39:36 UTC",32.7108,-115.8953,1.3,8.80,22,"Southern California"
ak,10687798,1,"Friday, April  5, 2013 12:24:20 UTC",61.4682,-147.4854,1.4,0.50, 4,"Southern Alaska"
ci,11279722,0,"Friday, April  5, 2013 12:09:42 UTC",33.8343,-117.5577,1.9,15.10,15,"Greater Los Angeles area, California"
ak,10687792,1,"Friday, April  5, 2013 12:07:20 UTC",63.4869,-151.2374,1.3,0.10, 9,"Central Alaska"
ci,11279714,3,"Friday, April  5, 2013 11:51:06 UTC",36.0482,-117.8613,2.6,2.10,35,"Central California"
nc,71966625,0,"Friday, April  5, 2013 11:39:22 UTC",38.8383,-122.8082,1.1,3.80,14,"Northern California"
nc,71966620,2,"Friday, April  5, 2013 11:35:57 UTC",36.2902,-120.8272,1.3,8.60,23,"Central California"
ci,11279706,0,"Friday, April  5, 2013 11:32:36 UTC",33.4913,-116.4388,1.2,4.50,59,"Southern California"
ci,11279698,0,"Friday, April  5, 2013 11:30:34 UTC",33.5387,-116.4527,1.0,11.00,40,"Southern California"
ci,11279682,0,"Friday, April  5, 2013 11:24:09 UTC",33.5367,-116.4660,2.2,10.80,116,"Southern California"
nc,71966600,0,"Friday, April  5, 2013 11:24:05 UTC",37.4105,-118.7590,1.3,13.40,14,"Central California"
nc,71966595,1,"Friday, April  5, 2013 11:21:20 UTC",38.8238,-122.8077,1.1,2.90,24,"Northern California"
ak,10687777,1,"Friday, April  5, 2013 11:18:09 UTC",63.1408,-150.9453,2.3,128.00,37,"Central Alaska"
us,b000g0bf,7,"Friday, April  5, 2013 11:05:04 UTC",51.7633,-173.7722,3.8,53.90,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10687769,2,"Friday, April  5, 2013 10:59:56 UTC",59.6971,-153.4177,2.2,125.40,35,"Southern Alaska"
ci,11279674,2,"Friday, April  5, 2013 10:38:44 UTC",34.0103,-116.7720,1.3,14.10,53,"Southern California"
ci,11279658,2,"Friday, April  5, 2013 10:26:16 UTC",34.0322,-116.3140,1.0,8.00,37,"Southern California"
ak,10687761,1,"Friday, April  5, 2013 10:22:47 UTC",61.2904,-147.6801,1.4,20.70,11,"Southern Alaska"
uu,60018082,4,"Friday, April  5, 2013 10:10:01 UTC",39.6992,-111.2575,1.3,1.60, 9,"Utah"
ak,10687757,1,"Friday, April  5, 2013 10:09:17 UTC",60.1824,-151.7390,2.0,61.80,20,"Kenai Peninsula, Alaska"
us,b000g0at,7,"Friday, April  5, 2013 10:00:03 UTC",-31.9470,-176.9161,4.6,32.90,34,"Kermadec Islands region"
ak,10687749,1,"Friday, April  5, 2013 09:53:03 UTC",57.7246,-142.8853,3.2,0.00,32,"Gulf of Alaska"
ak,10687748,2,"Friday, April  5, 2013 09:52:09 UTC",63.2802,-151.3444,1.0,7.90,18,"Central Alaska"
nc,71966580,3,"Friday, April  5, 2013 09:32:45 UTC",36.9615,-121.4543,2.8,5.10,94,"Central California"
ci,11279634,1,"Friday, April  5, 2013 09:25:36 UTC",35.8775,-118.3555,1.5,5.20,15,"Central California"
ak,10687742,1,"Friday, April  5, 2013 09:13:57 UTC",61.4386,-150.5345,1.5,39.80,10,"Southern Alaska"
nc,71966575,0,"Friday, April  5, 2013 09:07:13 UTC",38.8382,-122.7730,1.0,2.10,19,"Northern California"
nc,71966570,1,"Friday, April  5, 2013 08:57:29 UTC",38.8132,-122.8085,1.4,2.90,24,"Northern California"
ak,10687732,2,"Friday, April  5, 2013 08:51:42 UTC",58.8664,-154.5288,2.6,128.40,39,"Alaska Peninsula"
ci,11279602,1,"Friday, April  5, 2013 08:20:20 UTC",32.8245,-115.6073,2.0,13.10,27,"Southern California"
nc,71966555,0,"Friday, April  5, 2013 07:59:26 UTC",38.8273,-122.8252,1.0,3.10,19,"Northern California"
ci,11279570,1,"Friday, April  5, 2013 07:50:06 UTC",36.0453,-117.8592,1.1,2.20,14,"Central California"
nc,71966540,0,"Friday, April  5, 2013 07:31:58 UTC",38.6553,-122.5750,1.6,4.90,10,"Northern California"
ak,10687720,1,"Friday, April  5, 2013 07:28:46 UTC",63.2089,-150.6320,2.0,118.30,22,"Central Alaska"
ci,11279546,2,"Friday, April  5, 2013 07:27:17 UTC",36.0875,-117.8522,1.0,4.20,11,"Central California"
nc,71966535,5,"Friday, April  5, 2013 07:12:53 UTC",38.8367,-122.8033,2.0,2.60,73,"Northern California"
ci,11279538,1,"Friday, April  5, 2013 07:11:12 UTC",36.0433,-117.8498,1.1,1.20,12,"Central California"
ci,11279530,1,"Friday, April  5, 2013 07:07:51 UTC",33.8030,-116.0963,1.1,2.70,31,"Southern California"
ci,11279514,2,"Friday, April  5, 2013 06:59:37 UTC",36.0415,-117.8637,1.6,2.00,22,"Central California"
uu,60018077,2,"Friday, April  5, 2013 06:54:58 UTC",39.0955,-111.4883,1.3,5.80, 5,"Utah"
ak,10687711,1,"Friday, April  5, 2013 06:52:48 UTC",63.1363,-150.9413,1.3,34.40, 4,"Central Alaska"
nc,71966525,0,"Friday, April  5, 2013 06:49:04 UTC",37.5397,-118.8645,1.1,9.10,13,"Central California"
nn,00408461,1,"Friday, April  5, 2013 06:42:38 UTC",37.2752,-116.0272,1.3,5.30,18,"Nevada"
ak,10687702,1,"Friday, April  5, 2013 06:23:10 UTC",60.1782,-151.1452,2.1,49.60,20,"Kenai Peninsula, Alaska"
ci,11279490,2,"Friday, April  5, 2013 06:19:11 UTC",35.9358,-117.6747,1.1,2.50,14,"Central California"
nc,71966510,1,"Friday, April  5, 2013 06:08:25 UTC",38.8352,-122.8737,1.8,1.80,25,"Northern California"
ci,11279482,2,"Friday, April  5, 2013 06:05:57 UTC",33.1438,-115.6457,1.0,2.30,20,"Southern California"
ci,11279450,0,"Friday, April  5, 2013 05:58:16 UTC",32.8208,-115.5923,1.6,13.60,16,"Southern California"
ci,11279442,0,"Friday, April  5, 2013 05:53:47 UTC",33.1542,-115.6072,1.5,3.30,16,"Southern California"
ci,11279434,0,"Friday, April  5, 2013 05:47:31 UTC",33.1737,-115.6037,1.5,5.50,12,"Southern California"
ak,10687690,1,"Friday, April  5, 2013 05:42:16 UTC",63.1017,-150.6878,1.3,106.10,12,"Central Alaska"
ci,11279418,0,"Friday, April  5, 2013 05:41:22 UTC",33.3323,-116.2342,1.1,21.50,37,"Southern California"
pr,13095007,0,"Friday, April  5, 2013 05:39:21 UTC",18.4640,-67.5102,2.5,21.00, 5,"Mona Passage, Puerto Rico"
pr,13095004,0,"Friday, April  5, 2013 05:23:18 UTC",17.9491,-67.0012,2.1,9.00, 9,"Puerto Rico region"
ci,11279386,0,"Friday, April  5, 2013 05:22:27 UTC",33.1517,-115.6202,1.5,0.10,12,"Southern California"
ak,10687681,1,"Friday, April  5, 2013 05:22:12 UTC",63.2546,-151.0620,1.5,6.80, 9,"Central Alaska"
ci,11279370,0,"Friday, April  5, 2013 05:10:36 UTC",36.0500,-117.9783,1.8,7.80,16,"Central California"
ci,11279362,0,"Friday, April  5, 2013 05:07:46 UTC",36.0488,-117.8567,1.7,1.90,26,"Central California"
pr,13095006,0,"Friday, April  5, 2013 04:59:48 UTC",18.1329,-67.2484,1.8,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687676,1,"Friday, April  5, 2013 04:52:26 UTC",59.9341,-150.7749,1.4,24.70, 5,"Kenai Peninsula, Alaska"
nc,71966485,3,"Friday, April  5, 2013 04:51:26 UTC",35.6547,-119.9652,2.4,6.30,64,"Central California"
ci,11279338,0,"Friday, April  5, 2013 04:47:03 UTC",36.0453,-117.8640,1.5,1.40,23,"Central California"
ci,11279322,0,"Friday, April  5, 2013 04:28:08 UTC",33.5003,-116.4662,1.4,9.60,53,"Southern California"
ci,11279306,0,"Friday, April  5, 2013 04:25:20 UTC",33.7978,-116.0957,1.4,2.80,30,"Southern California"
ci,11279290,0,"Friday, April  5, 2013 04:18:27 UTC",33.1725,-115.7865,1.5,3.20,12,"Southern California"
ci,11279282,0,"Friday, April  5, 2013 04:12:32 UTC",36.1078,-117.6177,1.6,0.20,22,"Central California"
hv,60486131,5,"Friday, April  5, 2013 04:11:21 UTC",19.6422,-156.0617,2.7,11.00,34,"Hawaii region, Hawaii"
ak,10687660,1,"Friday, April  5, 2013 04:08:41 UTC",61.1475,-147.0878,1.7,11.80,10,"Southern Alaska"
pr,13095005,0,"Friday, April  5, 2013 04:05:35 UTC",18.1373,-67.2500,2.0,22.00, 3,"Mona Passage, Puerto Rico"
ak,10687658,1,"Friday, April  5, 2013 04:00:55 UTC",61.1518,-152.5596,2.3,208.20,13,"Southern Alaska"
ak,10687654,1,"Friday, April  5, 2013 03:57:29 UTC",62.8468,-150.0256,1.8,92.00,25,"Central Alaska"
ak,10687652,2,"Friday, April  5, 2013 03:43:45 UTC",60.7150,-143.1304,1.0,5.00,16,"Southern Alaska"
ci,11279274,0,"Friday, April  5, 2013 03:31:43 UTC",33.0708,-115.4362,2.1,25.10,13,"Southern California"
ci,11279266,0,"Friday, April  5, 2013 03:26:12 UTC",33.3433,-116.7340,1.4,7.20,12,"Southern California"
ak,10687647,2,"Friday, April  5, 2013 03:10:49 UTC",51.4272,-176.8711,1.4,26.80,14,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13095003,0,"Friday, April  5, 2013 03:04:18 UTC",19.1096,-64.6816,3.3,10.00, 5,"Virgin Islands region"
ci,11279194,2,"Friday, April  5, 2013 02:50:25 UTC",33.1347,-115.6452,1.4,5.20,11,"Southern California"
nn,00408452,1,"Friday, April  5, 2013 02:44:05 UTC",38.3611,-118.7318,1.2,14.60,10,"Nevada"
pr,13095002,0,"Friday, April  5, 2013 02:24:19 UTC",19.1280,-64.6053,3.0,43.00, 7,"Virgin Islands region"
nc,71966445,3,"Friday, April  5, 2013 02:23:22 UTC",38.7888,-122.7357,2.0,2.10,61,"Northern California"
ak,10687633,1,"Friday, April  5, 2013 02:22:36 UTC",63.2504,-151.1621,1.3,12.90, 9,"Central Alaska"
pr,13095001,0,"Friday, April  5, 2013 02:07:18 UTC",19.1578,-64.6613,3.2,38.00,10,"Virgin Islands region"
ci,11279178,2,"Friday, April  5, 2013 02:02:33 UTC",33.1898,-115.6580,1.2,5.60,10,"Southern California"
us,b000g05s,9,"Friday, April  5, 2013 01:58:48 UTC",17.2330,-100.5474,5.4,24.40,103,"Guerrero, Mexico"
ak,10687612,1,"Friday, April  5, 2013 01:48:33 UTC",63.4901,-151.2330,1.6,5.80,14,"Central Alaska"
ci,11279170,2,"Friday, April  5, 2013 01:45:05 UTC",33.1868,-115.6348,1.3,3.90, 9,"Southern California"
ak,10687601,2,"Friday, April  5, 2013 01:32:40 UTC",62.5800,-137.3578,1.7,12.30,14,"Southern Yukon Territory, Canada"
ci,11279162,2,"Friday, April  5, 2013 01:30:28 UTC",34.0925,-117.2995,1.1,17.10,34,"Greater Los Angeles area, California"
pr,13095000,0,"Friday, April  5, 2013 01:24:14 UTC",19.1730,-64.6688,2.9,34.00, 5,"Virgin Islands region"
nn,00408447,1,"Friday, April  5, 2013 01:22:48 UTC",39.3801,-119.7423,1.2,5.30,15,"Nevada"
nc,71966425,0,"Friday, April  5, 2013 01:11:43 UTC",36.8697,-121.3055,1.4,5.40,18,"Central California"
uw,60514807,2,"Friday, April  5, 2013 00:51:42 UTC",47.8830,-121.6495,2.0,7.60,25,"Washington"
us,b000g03h,4,"Friday, April  5, 2013 00:39:45 UTC",-56.4185,-26.6631,5.1,66.80,29,"South Sandwich Islands region"
ak,10687568,1,"Friday, April  5, 2013 00:38:55 UTC",63.0536,-148.6935,1.2,16.40, 7,"Central Alaska"
ci,11279146,2,"Friday, April  5, 2013 00:36:03 UTC",32.1365,-115.2077,2.5,17.60, 9,"Baja California, Mexico"
nm,040513a,B,"Friday, April  5, 2013 00:27:52 UTC",36.2366,-89.6008,2.7,7.40,26,"southeastern Missouri"
nc,71966410,0,"Friday, April  5, 2013 00:21:55 UTC",36.6865,-121.4448,1.1,7.70,12,"Central California"
ci,11279138,2,"Friday, April  5, 2013 00:19:38 UTC",32.6510,-115.9283,1.8,10.40,28,"Southern California"
ci,11279130,2,"Friday, April  5, 2013 00:15:33 UTC",36.0448,-117.8665,1.1,2.60,11,"Central California"
ci,11279122,2,"Friday, April  5, 2013 00:10:16 UTC",32.6658,-115.9370,1.4,8.30,12,"Southern California"
nc,71966405,1,"Friday, April  5, 2013 00:04:40 UTC",38.8123,-122.8190,1.4,2.30,22,"Northern California"
hv,60486086,2,"Friday, April  5, 2013 00:03:53 UTC",19.1932,-155.5110,2.3,5.10,39,"Island of Hawaii, Hawaii"
hv,60486081,2,"Thursday, April  4, 2013 23:58:41 UTC",19.4107,-155.3167,2.0,4.70,24,"Island of Hawaii, Hawaii"
nc,71966400,1,"Thursday, April  4, 2013 23:55:07 UTC",38.8188,-122.8160,1.4,2.70,25,"Northern California"
ak,10687545,1,"Thursday, April  4, 2013 23:53:48 UTC",60.8691,-150.4276,1.5,20.60, 6,"Kenai Peninsula, Alaska"
us,2013npaz,8,"Thursday, April  4, 2013 23:45:06 UTC",66.5905,-17.8914,4.1,10.00,24,"Iceland region"
ak,10687531,1,"Thursday, April  4, 2013 23:31:15 UTC",64.9856,-147.3452,1.5,3.40,10,"Central Alaska"
ak,10687525,1,"Thursday, April  4, 2013 23:25:15 UTC",63.5639,-147.1478,1.3,5.20,13,"Central Alaska"
nn,00408420,1,"Thursday, April  4, 2013 22:52:13 UTC",38.8093,-117.2013,1.0,34.50, 5,"Nevada"
ak,10687491,1,"Thursday, April  4, 2013 22:51:02 UTC",62.0011,-148.8311,1.4,5.90,19,"Central Alaska"
ci,11279058,2,"Thursday, April  4, 2013 22:07:33 UTC",32.6063,-116.9657,1.6,0.00,31,"San Diego County urban area, California"
nn,00408409,1,"Thursday, April  4, 2013 22:07:07 UTC",40.9283,-118.5540,1.9,9.00, 5,"Nevada"
nc,71966385,2,"Thursday, April  4, 2013 22:04:42 UTC",37.3270,-122.2337,1.1,4.30,18,"Northern California"
ak,10687451,1,"Thursday, April  4, 2013 22:03:55 UTC",60.3809,-150.8142,1.8,45.30,11,"Kenai Peninsula, Alaska"
uw,60514752,1,"Thursday, April  4, 2013 22:01:19 UTC",42.5948,-122.4420,1.2,4.50,11,"Oregon"
nc,71966380,4,"Thursday, April  4, 2013 21:55:23 UTC",36.8865,-121.6083,1.6,0.00,43,"Central California"
uw,60514737,1,"Thursday, April  4, 2013 21:39:30 UTC",44.0335,-123.0168,1.3,0.00,10,"Oregon"
ak,10687435,1,"Thursday, April  4, 2013 21:39:14 UTC",63.2207,-148.9755,1.1,5.20,13,"Central Alaska"
uw,60514732,1,"Thursday, April  4, 2013 21:05:55 UTC",49.3802,-120.4622,2.2,0.00, 9,"British Columbia, Canada"
ci,11279026,1,"Thursday, April  4, 2013 20:57:58 UTC",33.9697,-117.2175,2.1,14.10,49,"Greater Los Angeles area, California"
nc,71966355,2,"Thursday, April  4, 2013 20:23:58 UTC",36.5443,-121.0853,1.2,8.00,11,"Central California"
uu,60018057,2,"Thursday, April  4, 2013 20:17:00 UTC",39.4348,-111.2142,1.4,1.50,12,"Utah"
ak,10687394,1,"Thursday, April  4, 2013 20:15:07 UTC",62.1566,-147.6135,1.1,35.00, 8,"Central Alaska"
uu,60018047,2,"Thursday, April  4, 2013 19:54:50 UTC",39.4405,-111.1683,1.7,3.00, 5,"Utah"
ak,10687372,1,"Thursday, April  4, 2013 19:36:49 UTC",66.0561,-150.5814,1.9,12.90, 9,"northern Alaska"
ak,10687360,1,"Thursday, April  4, 2013 19:14:41 UTC",63.2895,-150.5368,2.1,120.30,14,"Central Alaska"
ak,10687358,1,"Thursday, April  4, 2013 19:10:04 UTC",59.5876,-151.5190,1.4,35.40, 9,"Kenai Peninsula, Alaska"
uw,60514672,1,"Thursday, April  4, 2013 19:00:39 UTC",41.9330,-124.2830,1.9,0.10,19,"offshore Northern California"
ak,10687339,1,"Thursday, April  4, 2013 18:38:29 UTC",62.9157,-150.0244,1.4,71.20,14,"Central Alaska"
ak,10687337,1,"Thursday, April  4, 2013 18:36:38 UTC",63.9555,-148.9612,1.5,5.30,12,"Central Alaska"
hv,60486001,2,"Thursday, April  4, 2013 18:28:51 UTC",19.4118,-155.3173,2.1,5.20,23,"Island of Hawaii, Hawaii"
ci,11278962,0,"Thursday, April  4, 2013 18:19:18 UTC",33.9012,-116.0465,1.2,5.00,30,"Southern California"
ak,10687304,1,"Thursday, April  4, 2013 17:45:12 UTC",61.5848,-148.2576,1.3,21.60,10,"Southern Alaska"
ci,11278930,1,"Thursday, April  4, 2013 17:40:52 UTC",32.8797,-116.2518,1.1,8.50, 9,"Southern California"
hv,60485996,1,"Thursday, April  4, 2013 17:38:31 UTC",19.4102,-155.3203,1.9,5.10,20,"Island of Hawaii, Hawaii"
ci,11278914,1,"Thursday, April  4, 2013 17:28:00 UTC",34.0223,-119.1975,1.5,0.00,12,"Channel Islands region, California"
uw,60514642,1,"Thursday, April  4, 2013 17:16:59 UTC",46.5008,-122.4168,1.0,17.40,19,"Washington"
ak,10687266,1,"Thursday, April  4, 2013 17:15:57 UTC",61.4528,-140.7381,1.8,0.00,14,"Southern Yukon Territory, Canada"
ak,10687265,1,"Thursday, April  4, 2013 17:12:37 UTC",62.0769,-145.1608,1.5,20.90, 9,"Central Alaska"
pr,13094003,0,"Thursday, April  4, 2013 16:32:52 UTC",17.9370,-66.6352,1.7,11.00, 4,"Puerto Rico region"
us,b000fzqs,B,"Thursday, April  4, 2013 16:30:51 UTC",31.2250,-115.9130,4.0,5.00, 0,"Baja California, Mexico"
uw,60514627,4,"Thursday, April  4, 2013 16:26:38 UTC",46.4227,-122.3207,1.6,17.30,37,"Washington"
ci,11278866,1,"Thursday, April  4, 2013 15:47:09 UTC",32.8777,-116.2540,1.1,5.50,17,"Southern California"
us,b000fznz,7,"Thursday, April  4, 2013 15:44:30 UTC",39.6844,73.7795,4.3,44.20,36,"Kyrgyzstan"
ak,10687229,1,"Thursday, April  4, 2013 15:38:32 UTC",62.0229,-147.7810,2.3,36.00,41,"Central Alaska"
ak,10687223,1,"Thursday, April  4, 2013 15:32:19 UTC",61.9857,-149.6587,1.6,35.00,16,"Southern Alaska"
ak,10687212,2,"Thursday, April  4, 2013 15:27:11 UTC",59.9063,-152.3506,2.3,70.20,41,"Southern Alaska"
ak,10687210,1,"Thursday, April  4, 2013 15:23:37 UTC",63.0635,-148.6666,1.8,5.90,17,"Central Alaska"
us,b000fzn7,7,"Thursday, April  4, 2013 15:16:26 UTC",19.2920,95.7254,5.7,3.50,111,"Myanmar"
ak,10687206,2,"Thursday, April  4, 2013 15:12:52 UTC",51.4158,-177.4622,2.1,37.40,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fzmv,7,"Thursday, April  4, 2013 15:01:12 UTC",47.9959,148.7048,4.5,357.40,340,"northwest of the Kuril Islands"
ak,10687198,1,"Thursday, April  4, 2013 14:59:52 UTC",62.0994,-148.6586,1.2,29.70, 7,"Central Alaska"
nc,71966260,0,"Thursday, April  4, 2013 14:45:23 UTC",38.8173,-122.7993,1.1,1.30,20,"Northern California"
ak,10687184,1,"Thursday, April  4, 2013 14:44:22 UTC",59.5853,-153.4171,3.0,101.90,55,"Southern Alaska"
