Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
ak,10686034,2,"Wednesday, April  3, 2013 04:29:18 UTC",66.0452,-148.5832,1.3,21.00,19,"northern Alaska"
ak,10687930,2,"Wednesday, April  3, 2013 04:27:40 UTC",59.0298,-153.1525,1.8,76.60,21,"Southern Alaska"
ak,10687929,2,"Wednesday, April  3, 2013 04:15:18 UTC",64.4571,-158.8311,1.9,21.80,10,"Central Alaska"
ak,10687927,2,"Wednesday, April  3, 2013 03:49:10 UTC",51.7151,-173.0881,2.0,28.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10686025,3,"Wednesday, April  3, 2013 03:39:29 UTC",64.6567,-150.6577,1.0,17.80,25,"Central Alaska"
ak,10687924,2,"Wednesday, April  3, 2013 03:28:04 UTC",60.9507,-150.3190,1.2,46.10,15,"Kenai Peninsula, Alaska"
ak,10686023,2,"Wednesday, April  3, 2013 03:27:49 UTC",61.5028,-146.7357,1.3,25.70,24,"Southern Alaska"
ak,10687922,2,"Wednesday, April  3, 2013 03:24:41 UTC",52.4110,-168.4034,2.4,2.30,12,"Fox Islands, Aleutian Islands, Alaska"
nm,040313d,A,"Wednesday, April  3, 2013 03:23:57 UTC",36.3989,-89.6397,1.6,12.90,21,"southeastern Missouri"
nm,040313a,B,"Wednesday, April  3, 2013 03:20:33 UTC",36.3991,-89.6393,2.7,13.20,32,"southeastern Missouri"
ci,11277762,3,"Wednesday, April  3, 2013 03:19:07 UTC",32.2507,-115.3327,2.6,9.20,17,"Baja California, Mexico"
nc,71965400,2,"Wednesday, April  3, 2013 03:08:02 UTC",35.7200,-121.0760,1.2,8.10,22,"Central California"
ci,11277746,1,"Wednesday, April  3, 2013 03:02:17 UTC",33.8053,-116.0915,1.0,1.20,29,"Southern California"
ci,11277738,2,"Wednesday, April  3, 2013 03:01:52 UTC",33.7052,-116.8150,1.1,16.30,14,"Southern California"
ci,11277730,3,"Wednesday, April  3, 2013 02:59:49 UTC",34.2725,-119.4983,2.7,9.30,41,"Santa Barbara Channel, California"
uw,60514147,1,"Wednesday, April  3, 2013 02:52:58 UTC",42.5543,-120.4268,2.2,0.00,13,"Oregon"
ci,11277722,2,"Wednesday, April  3, 2013 02:44:27 UTC",33.5052,-116.4670,1.0,11.10,28,"Southern California"
ak,10686011,2,"Wednesday, April  3, 2013 02:43:27 UTC",60.6543,-143.1164,1.2,0.50,16,"Southern Alaska"
ci,11277706,2,"Wednesday, April  3, 2013 02:39:49 UTC",36.5213,-117.5812,1.7,1.20,19,"Central California"
us,b000fyru,6,"Wednesday, April  3, 2013 02:22:39 UTC",21.2341,144.1083,4.6,108.20,34,"Mariana Islands region"
ak,10686007,2,"Wednesday, April  3, 2013 02:17:41 UTC",60.2377,-152.5277,1.6,95.50,23,"Southern Alaska"
ci,11277698,2,"Wednesday, April  3, 2013 02:08:44 UTC",32.9393,-115.5440,1.5,12.80,15,"Southern California"
ak,10685999,2,"Wednesday, April  3, 2013 02:08:32 UTC",63.9048,-148.4186,2.4,105.90,66,"Central Alaska"
uw,60514132,2,"Wednesday, April  3, 2013 01:43:05 UTC",46.5827,-122.4798,1.0,21.10,20,"Washington"
nc,71965350,0,"Wednesday, April  3, 2013 01:35:57 UTC",38.8133,-122.8175,1.0,3.10,19,"Northern California"
ak,10685921,2,"Wednesday, April  3, 2013 00:59:33 UTC",63.0890,-151.5188,1.5,14.10,24,"Central Alaska"
nc,71965325,0,"Wednesday, April  3, 2013 00:56:33 UTC",38.7835,-122.7718,1.1,1.20,15,"Northern California"
ak,10687913,2,"Wednesday, April  3, 2013 00:48:57 UTC",59.7159,-152.7463,1.6,83.50,14,"Southern Alaska"
ak,10687912,2,"Wednesday, April  3, 2013 00:44:39 UTC",54.8440,-160.6922,1.8,18.70,14,"Alaska Peninsula"
ak,10687911,2,"Wednesday, April  3, 2013 00:29:50 UTC",60.1446,-152.3983,1.6,91.90,24,"Southern Alaska"
uu,60017847,4,"Wednesday, April  3, 2013 00:06:59 UTC",41.7895,-112.7395,2.2,4.30,24,"Utah"
ak,10685908,3,"Tuesday, April  2, 2013 23:58:44 UTC",60.7573,-150.6441,1.2,57.00,25,"Kenai Peninsula, Alaska"
uw,60514107,1,"Tuesday, April  2, 2013 23:51:20 UTC",42.4315,-122.7760,1.7,0.00,22,"Oregon"
ak,10685904,2,"Tuesday, April  2, 2013 23:49:38 UTC",54.4086,-161.0762,2.6,4.00,16,"Alaska Peninsula"
ci,11277650,2,"Tuesday, April  2, 2013 23:37:01 UTC",33.2770,-116.8283,1.5,7.70,40,"Southern California"
ak,10685892,2,"Tuesday, April  2, 2013 23:18:24 UTC",64.9980,-147.3095,1.3,0.00,21,"Central Alaska"
uw,60514097,1,"Tuesday, April  2, 2013 23:14:30 UTC",45.0677,-123.1055,1.4,0.00,12,"Oregon"
ak,10685887,2,"Tuesday, April  2, 2013 23:12:03 UTC",64.9926,-147.3436,1.1,0.00,18,"Central Alaska"
ak,10688126,2,"Tuesday, April  2, 2013 22:49:08 UTC",63.2626,-150.7157,1.0,123.10,17,"Central Alaska"
ak,10685864,2,"Tuesday, April  2, 2013 22:20:16 UTC",64.2658,-150.5783,1.6,10.00,26,"Central Alaska"
ak,10685855,2,"Tuesday, April  2, 2013 22:09:32 UTC",63.0759,-151.5572,2.2,8.50,37,"Central Alaska"
pr,13092006,0,"Tuesday, April  2, 2013 22:08:23 UTC",19.0065,-64.3144,3.1,20.00,10,"Virgin Islands region"
ak,10688121,2,"Tuesday, April  2, 2013 22:01:46 UTC",63.2474,-150.7464,1.1,129.30,18,"Central Alaska"
ak,10688120,2,"Tuesday, April  2, 2013 21:54:03 UTC",64.0092,-150.3260,1.0,16.20,21,"Central Alaska"
ak,10685837,2,"Tuesday, April  2, 2013 21:35:08 UTC",63.5453,-150.6252,1.4,6.60,29,"Central Alaska"
pr,13092005,0,"Tuesday, April  2, 2013 21:30:27 UTC",18.9853,-64.9817,3.2,8.00,15,"Virgin Islands region"
ak,10685836,3,"Tuesday, April  2, 2013 21:29:02 UTC",60.1840,-153.3222,1.9,154.90,45,"Southern Alaska"
ak,10685835,2,"Tuesday, April  2, 2013 21:25:26 UTC",62.0897,-145.1076,1.1,17.20,15,"Central Alaska"
uw,60514062,1,"Tuesday, April  2, 2013 21:22:50 UTC",49.3522,-120.4648,2.4,0.00,14,"British Columbia, Canada"
ak,10685832,2,"Tuesday, April  2, 2013 21:10:01 UTC",61.8086,-150.9035,1.2,63.60,25,"Southern Alaska"
pr,13092007,0,"Tuesday, April  2, 2013 20:41:46 UTC",19.0039,-64.9542,2.7,30.00, 4,"Virgin Islands region"
ak,10685824,2,"Tuesday, April  2, 2013 20:39:50 UTC",61.3528,-147.6176,1.0,0.00, 7,"Southern Alaska"
pr,13092004,0,"Tuesday, April  2, 2013 20:11:33 UTC",17.9965,-65.5944,2.1,16.00, 6,"Puerto Rico region"
ak,10688112,2,"Tuesday, April  2, 2013 20:10:40 UTC",62.9333,-151.2104,1.3,111.10,30,"Central Alaska"
nc,71965210,2,"Tuesday, April  2, 2013 20:07:45 UTC",36.6193,-121.1235,1.0,10.10,13,"Central California"
ak,10685812,2,"Tuesday, April  2, 2013 19:53:02 UTC",63.5636,-150.6759,1.1,9.20,18,"Central Alaska"
nc,71965200,1,"Tuesday, April  2, 2013 19:45:05 UTC",38.7877,-122.7642,1.3,1.80,22,"Northern California"
ci,11277570,1,"Tuesday, April  2, 2013 19:17:26 UTC",33.8625,-117.5012,1.5,0.00,19,"Greater Los Angeles area, California"
nc,71965175,1,"Tuesday, April  2, 2013 19:05:20 UTC",38.8253,-122.8032,1.0,2.90,25,"Northern California"
nc,71965170,3,"Tuesday, April  2, 2013 18:51:46 UTC",37.5912,-118.7963,1.5,9.50,33,"Central California"
nc,71965145,3,"Tuesday, April  2, 2013 18:27:48 UTC",39.6047,-121.5678,2.5,0.00,15,"Northern California"
ak,10685739,2,"Tuesday, April  2, 2013 18:04:03 UTC",61.5621,-146.4259,1.2,20.00,28,"Southern Alaska"
ak,10685731,2,"Tuesday, April  2, 2013 17:50:48 UTC",59.9791,-147.3920,1.9,1.80,29,"Gulf of Alaska"
us,b000fyav,8,"Tuesday, April  2, 2013 17:47:02 UTC",-19.7152,-177.7159,4.9,576.10,79,"Fiji region"
ak,10685715,2,"Tuesday, April  2, 2013 17:37:02 UTC",63.5495,-147.1945,1.0,4.90,27,"Central Alaska"
ak,10685710,2,"Tuesday, April  2, 2013 17:27:09 UTC",60.4680,-142.9248,1.5,7.40,20,"Southern Alaska"
us,b000fyaf,5,"Tuesday, April  2, 2013 17:26:38 UTC",2.6438,126.8996,4.6,38.40,62,"Molucca Sea"
hv,60485286,7,"Tuesday, April  2, 2013 17:10:03 UTC",19.4047,-155.2833,2.0,1.60,27,"Island of Hawaii, Hawaii"
ak,10685697,2,"Tuesday, April  2, 2013 17:01:01 UTC",64.7315,-149.2010,1.3,16.70,24,"Central Alaska"
nc,71070629,2,"Tuesday, April  2, 2013 16:58:09 UTC",38.8202,-122.8237,2.2,3.30,42,"Northern California"
nc,71965090,3,"Tuesday, April  2, 2013 16:58:03 UTC",38.8205,-122.8225,2.4,2.80,78,"Northern California"
ak,10685690,2,"Tuesday, April  2, 2013 16:51:06 UTC",61.1751,-151.3501,1.5,63.50,32,"Southern Alaska"
nn,00408180,1,"Tuesday, April  2, 2013 16:47:23 UTC",37.9999,-118.1712,1.3,9.90,15,"Nevada"
ci,11277514,1,"Tuesday, April  2, 2013 16:45:26 UTC",33.9903,-117.2032,1.3,12.10,47,"Greater Los Angeles area, California"
nc,71965050,2,"Tuesday, April  2, 2013 16:37:16 UTC",37.6372,-118.9140,1.0,8.90,23,"Long Valley area, California"
nc,71965045,2,"Tuesday, April  2, 2013 16:36:52 UTC",37.6375,-118.9155,1.1,8.90,21,"Long Valley area, California"
nc,71965040,2,"Tuesday, April  2, 2013 16:36:08 UTC",37.6372,-118.9145,1.1,9.20,15,"Long Valley area, California"
ak,10685610,3,"Tuesday, April  2, 2013 16:09:24 UTC",52.3932,-169.2396,3.0,2.30,17,"Fox Islands, Aleutian Islands, Alaska"
ci,11277490,1,"Tuesday, April  2, 2013 15:59:47 UTC",35.1520,-118.4018,1.7,0.00,25,"Central California"
ak,10688099,2,"Tuesday, April  2, 2013 15:55:48 UTC",56.9339,-156.8278,2.2,90.00,21,"Alaska Peninsula"
ak,10685524,2,"Tuesday, April  2, 2013 15:46:01 UTC",62.9404,-150.8464,1.3,101.00,32,"Central Alaska"
uu,60017792,4,"Tuesday, April  2, 2013 15:35:10 UTC",36.8875,-112.4460,1.3,22.50, 8,"Arizona"
ak,10685501,3,"Tuesday, April  2, 2013 15:24:55 UTC",60.5737,-148.3457,1.3,12.70,23,"Kenai Peninsula, Alaska"
uu,60017777,5,"Tuesday, April  2, 2013 15:17:38 UTC",36.8900,-112.4240,2.8,20.20,17,"Arizona"
us,2013nmaz,B,"Tuesday, April  2, 2013 15:13:41 UTC",-7.3595,128.5594,5.5,156.60,345,"Kepulauan Barat Daya, Indonesia"
ci,11277474,1,"Tuesday, April  2, 2013 15:06:31 UTC",35.5760,-118.5347,1.5,3.30,21,"Central California"
us,2013nma6,7,"Tuesday, April  2, 2013 15:04:48 UTC",-29.5001,-176.0991,5.3,54.90,61,"Kermadec Islands region"
us,2013nma5,5,"Tuesday, April  2, 2013 14:52:48 UTC",39.4375,143.2842,4.7,40.00,39,"off the east coast of Honshu, Japan"
ci,11277466,1,"Tuesday, April  2, 2013 14:39:48 UTC",33.5928,-116.6290,1.1,14.60,37,"Southern California"
us,b000fy5i,7,"Tuesday, April  2, 2013 14:34:55 UTC",-40.4428,45.3027,5.8,11.10,450,"Southwest Indian Ridge"
ak,10685474,2,"Tuesday, April  2, 2013 14:14:53 UTC",63.2724,-145.1531,1.0,5.00,18,"Central Alaska"
nc,71070649,3,"Tuesday, April  2, 2013 14:08:05 UTC",36.0150,-121.0277,1.3,13.60,24,"Central California"
ak,10685468,2,"Tuesday, April  2, 2013 13:54:28 UTC",61.2144,-149.7945,1.7,42.30,42,"Southern Alaska"
us,2013nmaw,7,"Tuesday, April  2, 2013 13:41:10 UTC",39.5374,143.2397,4.4,37.60,34,"off the east coast of Honshu, Japan"
nc,71964985,1,"Tuesday, April  2, 2013 13:34:35 UTC",38.8357,-122.7853,1.6,2.20,27,"Northern California"
nc,71964980,0,"Tuesday, April  2, 2013 13:30:41 UTC",38.8378,-122.7852,1.0,2.00,15,"Northern California"
nc,71964960,0,"Tuesday, April  2, 2013 13:27:51 UTC",38.8280,-122.8540,1.4,2.30,19,"Northern California"
us,2013nmav,3,"Tuesday, April  2, 2013 13:06:02 UTC",39.5918,143.1767,4.6,28.70,45,"off the east coast of Honshu, Japan"
ak,10685458,3,"Tuesday, April  2, 2013 13:02:42 UTC",53.5777,-167.2198,1.5,13.20,16,"Fox Islands, Aleutian Islands, Alaska"
ci,11277434,1,"Tuesday, April  2, 2013 12:59:00 UTC",33.0148,-116.4377,1.3,9.00,34,"Southern California"
us,b000fy3z,6,"Tuesday, April  2, 2013 12:56:23 UTC",-40.4089,45.3678,4.7,10.00,44,"Southwest Indian Ridge"
ak,10685454,2,"Tuesday, April  2, 2013 12:37:19 UTC",61.1869,-146.9501,1.5,0.00,11,"Southern Alaska"
pr,13092003,0,"Tuesday, April  2, 2013 12:34:04 UTC",18.6616,-66.3973,3.0,69.00, 5,"Puerto Rico region"
nc,71964950,2,"Tuesday, April  2, 2013 12:28:37 UTC",36.4372,-121.0072,1.4,0.70,17,"Central California"
ak,10685450,2,"Tuesday, April  2, 2013 12:16:24 UTC",61.7612,-149.7825,1.1,47.00,23,"Southern Alaska"
ak,10685448,3,"Tuesday, April  2, 2013 12:14:11 UTC",53.1924,-168.6076,2.0,6.60,13,"Fox Islands, Aleutian Islands, Alaska"
ak,10688089,2,"Tuesday, April  2, 2013 12:04:26 UTC",63.2633,-150.7352,1.1,125.60,22,"Central Alaska"
uu,60017742,4,"Tuesday, April  2, 2013 12:03:59 UTC",40.7260,-111.9827,1.5,8.60,41,"Wasatch Front Urban Corridor, Utah"
ak,10685445,2,"Tuesday, April  2, 2013 12:00:42 UTC",63.4198,-151.3053,1.5,6.80,31,"Central Alaska"
ci,11277402,2,"Tuesday, April  2, 2013 11:55:40 UTC",35.0733,-116.6015,1.6,0.70,12,"Southern California"
ak,10685436,2,"Tuesday, April  2, 2013 11:30:23 UTC",61.3675,-149.8470,2.2,28.60,55,"Southern Alaska"
us,b000fy2g,5,"Tuesday, April  2, 2013 11:18:29 UTC",-9.4014,123.6410,4.3,91.20,33,"Timor region, Indonesia"
ci,11277386,1,"Tuesday, April  2, 2013 11:12:18 UTC",33.4650,-116.4450,1.0,9.40,33,"Southern California"
us,b000fy28,4,"Tuesday, April  2, 2013 11:01:21 UTC",-40.3761,45.3400,5.2,10.00,48,"Southwest Indian Ridge"
ak,10685430,2,"Tuesday, April  2, 2013 11:00:17 UTC",62.0983,-149.5873,1.0,46.40,23,"Central Alaska"
hv,60485211,5,"Tuesday, April  2, 2013 10:57:21 UTC",19.3803,-155.0202,1.3,7.20,30,"Island of Hawaii, Hawaii"
ak,10685428,2,"Tuesday, April  2, 2013 10:56:13 UTC",63.2669,-151.0849,1.0,9.50,23,"Central Alaska"
nn,00408152,1,"Tuesday, April  2, 2013 10:39:24 UTC",38.5138,-118.5043,1.4,7.20,13,"Nevada"
ak,10688084,2,"Tuesday, April  2, 2013 10:26:53 UTC",63.2594,-150.7519,1.0,127.90,19,"Central Alaska"
ak,10685422,2,"Tuesday, April  2, 2013 10:11:02 UTC",54.6153,-160.8477,2.3,13.20,17,"Alaska Peninsula"
us,b000fy1h,5,"Tuesday, April  2, 2013 10:10:44 UTC",-8.7517,119.4747,4.7,125.90,38,"Flores region, Indonesia"
nc,71964935,0,"Tuesday, April  2, 2013 10:01:46 UTC",38.8363,-122.7763,1.1,2.70,16,"Northern California"
ak,10685417,2,"Tuesday, April  2, 2013 09:56:20 UTC",61.9308,-150.9218,2.2,73.80,54,"Southern Alaska"
nm,040213a,A,"Tuesday, April  2, 2013 09:51:43 UTC",35.4963,-92.3867,2.1,0.10,12,"Arkansas"
ak,10685416,3,"Tuesday, April  2, 2013 09:41:37 UTC",60.8796,-152.5001,1.6,120.50,33,"Southern Alaska"
nc,71964925,4,"Tuesday, April  2, 2013 09:36:13 UTC",36.0130,-120.0172,1.6,8.40,35,"Central California"
nc,71964920,0,"Tuesday, April  2, 2013 09:34:18 UTC",38.8628,-122.7210,1.5,1.40,11,"Northern California"
ak,10685408,2,"Tuesday, April  2, 2013 09:25:43 UTC",63.2393,-144.7576,1.0,7.90,16,"Central Alaska"
nc,71964910,2,"Tuesday, April  2, 2013 09:23:00 UTC",39.7483,-120.6193,1.5,12.50,19,"Northern California"
ak,10688079,2,"Tuesday, April  2, 2013 09:16:52 UTC",55.7260,-160.5838,1.3,24.40,11,"Alaska Peninsula"
ak,10685399,2,"Tuesday, April  2, 2013 09:05:44 UTC",61.3514,-150.3357,2.1,49.40,50,"Southern Alaska"
us,b000fy08,D,"Tuesday, April  2, 2013 08:56:48 UTC",-23.4650,-179.6932,4.9,554.80,75,"south of the Fiji Islands"
us,b000fy06,7,"Tuesday, April  2, 2013 08:55:55 UTC",66.4909,-17.5319,4.7,10.00,68,"Iceland region"
ak,10685392,2,"Tuesday, April  2, 2013 08:53:25 UTC",63.2668,-151.0970,1.8,8.10,34,"Central Alaska"
us,b000fxzz,4,"Tuesday, April  2, 2013 08:41:43 UTC",0.8533,122.6460,4.4,95.80,30,"Minahasa, Sulawesi, Indonesia"
ci,11277378,1,"Tuesday, April  2, 2013 08:36:39 UTC",34.0802,-118.7688,2.0,11.50,41,"Greater Los Angeles area, California"
ci,11277370,1,"Tuesday, April  2, 2013 08:34:44 UTC",34.0822,-118.7758,1.6,14.60,15,"Greater Los Angeles area, California"
ak,10688076,2,"Tuesday, April  2, 2013 08:24:23 UTC",60.3107,-152.3996,1.7,92.30,37,"Southern Alaska"
ci,11277362,1,"Tuesday, April  2, 2013 08:23:57 UTC",33.6510,-116.7185,1.0,15.80,39,"Southern California"
ak,10685383,3,"Tuesday, April  2, 2013 07:45:38 UTC",60.0159,-153.4312,2.0,141.20,47,"Southern Alaska"
nn,00408147,1,"Tuesday, April  2, 2013 07:45:01 UTC",38.3934,-117.9914,1.6,7.60, 9,"Nevada"
ci,11277346,1,"Tuesday, April  2, 2013 07:41:58 UTC",33.1180,-116.6225,1.4,12.20,41,"Southern California"
ak,10685380,3,"Tuesday, April  2, 2013 07:30:28 UTC",59.8435,-137.4438,1.6,5.00,18,"British Columbia, Canada"
nc,71964870,3,"Tuesday, April  2, 2013 07:00:27 UTC",37.8950,-118.4712,1.0,10.60,14,"Central California"
nc,71964860,5,"Tuesday, April  2, 2013 06:24:33 UTC",39.5482,-122.0113,2.8,18.10,118,"Northern California"
ak,10685368,3,"Tuesday, April  2, 2013 06:20:07 UTC",51.5418,-178.0925,2.5,7.70,24,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13092002,0,"Tuesday, April  2, 2013 06:15:11 UTC",18.9916,-65.0055,2.8,29.00, 5,"Virgin Islands region"
uu,60017737,5,"Tuesday, April  2, 2013 06:13:44 UTC",37.2050,-112.8817,1.7,18.80,15,"Utah"
nc,71964855,2,"Tuesday, April  2, 2013 06:13:19 UTC",37.1512,-121.5383,1.0,9.00,23,"Northern California"
ci,11277330,2,"Tuesday, April  2, 2013 06:11:29 UTC",35.8945,-118.2858,1.0,18.00,14,"Central California"
ak,10688067,2,"Tuesday, April  2, 2013 05:58:13 UTC",51.1794,-179.0174,2.2,31.50,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,b000fxyh,5,"Tuesday, April  2, 2013 05:28:20 UTC",-7.2158,129.4660,4.6,131.20,25,"Kepulauan Babar, Indonesia"
us,b000fxyi,6,"Tuesday, April  2, 2013 05:26:07 UTC",-7.5225,115.0212,4.6,17.10,19,"Bali Sea"
ak,10685350,2,"Tuesday, April  2, 2013 05:21:09 UTC",61.4371,-150.6986,2.6,54.50,82,"Southern Alaska"
uw,60513862,1,"Tuesday, April  2, 2013 05:01:13 UTC",47.6105,-122.3100,1.0,4.20,13,"Seattle-Tacoma urban area, Washington"
ak,10688064,2,"Tuesday, April  2, 2013 04:43:17 UTC",61.5695,-151.5671,1.3,72.70,27,"Southern Alaska"
ci,11277322,1,"Tuesday, April  2, 2013 04:42:10 UTC",33.4978,-116.4347,1.2,10.70,34,"Southern California"
ci,11277314,0,"Tuesday, April  2, 2013 04:42:01 UTC",33.4953,-116.4322,1.2,7.00,49,"Southern California"
ak,10685339,2,"Tuesday, April  2, 2013 04:05:18 UTC",64.3063,-148.1692,1.4,4.50,34,"Central Alaska"
ci,11277306,0,"Tuesday, April  2, 2013 04:02:05 UTC",33.4922,-117.0690,1.1,13.50,12,"Southern California"
uw,60513847,3,"Tuesday, April  2, 2013 03:48:38 UTC",47.4533,-122.4653,1.6,13.40,39,"Seattle-Tacoma urban area, Washington"
ak,10688061,2,"Tuesday, April  2, 2013 03:37:00 UTC",62.1844,-150.1842,1.1,35.90,21,"Central Alaska"
nc,71965605,2,"Tuesday, April  2, 2013 03:30:28 UTC",41.6962,-121.4847,1.1,5.00,10,"Northern California"
ak,10685318,3,"Tuesday, April  2, 2013 03:17:01 UTC",62.4419,-149.2215,3.4,46.70,91,"Central Alaska"
nc,71964785,0,"Tuesday, April  2, 2013 02:57:19 UTC",38.8103,-122.8117,1.0,2.10,19,"Northern California"
ci,11277290,1,"Tuesday, April  2, 2013 02:56:22 UTC",34.0057,-116.6623,1.0,16.30,28,"Southern California"
ak,10688057,2,"Tuesday, April  2, 2013 02:50:06 UTC",53.5420,-161.7391,2.3,25.10,10,"south of Alaska"
ci,11277282,1,"Tuesday, April  2, 2013 02:49:26 UTC",34.0095,-117.2163,1.0,16.50,20,"Greater Los Angeles area, California"
pr,13092000,0,"Tuesday, April  2, 2013 02:47:53 UTC",17.8542,-65.6946,2.4,1.00, 7,"Puerto Rico region"
pr,13092001,0,"Tuesday, April  2, 2013 02:46:03 UTC",18.9911,-65.0180,2.9,27.00,16,"Virgin Islands region"
ak,10685303,2,"Tuesday, April  2, 2013 02:39:46 UTC",59.9713,-151.7430,2.6,51.30,56,"Kenai Peninsula, Alaska"
ci,11277258,1,"Tuesday, April  2, 2013 02:38:28 UTC",33.5233,-116.4455,2.2,13.00,77,"Southern California"
ak,10688055,2,"Tuesday, April  2, 2013 02:25:13 UTC",63.5979,-149.9952,1.0,139.20,17,"Central Alaska"
nc,71964765,1,"Tuesday, April  2, 2013 02:11:18 UTC",38.8120,-122.8202,1.3,3.50,26,"Northern California"
us,b000fxxk,9,"Tuesday, April  2, 2013 02:08:48 UTC",39.5512,143.2343,5.2,20.30,64,"off the east coast of Honshu, Japan"
ci,11277242,1,"Tuesday, April  2, 2013 01:52:56 UTC",34.0062,-117.2105,1.3,14.50,35,"Greater Los Angeles area, California"
ci,11277234,2,"Tuesday, April  2, 2013 01:52:56 UTC",34.0088,-117.2082,1.3,15.80,35,"Greater Los Angeles area, California"
ak,10685289,2,"Tuesday, April  2, 2013 01:51:29 UTC",62.2780,-150.9921,1.3,75.00,34,"Central Alaska"
ak,10685285,2,"Tuesday, April  2, 2013 01:27:50 UTC",61.3202,-150.1372,1.7,41.30,39,"Southern Alaska"
ak,10685277,3,"Tuesday, April  2, 2013 01:12:01 UTC",63.0123,-148.6642,1.2,66.00,34,"Central Alaska"
ak,10685282,1,"Tuesday, April  2, 2013 01:07:31 UTC",61.7335,-148.8435,1.9,160.00, 4,"Southern Alaska"
nc,71964735,3,"Tuesday, April  2, 2013 01:03:25 UTC",36.9630,-121.4487,2.1,5.00,57,"Central California"
nc,71070624,2,"Tuesday, April  2, 2013 01:03:14 UTC",36.9633,-121.4513,1.7,5.20,60,"Central California"
ak,10685273,3,"Tuesday, April  2, 2013 01:02:53 UTC",51.7887,-175.4598,2.7,52.70,27,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11277226,2,"Tuesday, April  2, 2013 01:02:36 UTC",37.0167,-118.2415,1.4,9.10, 9,"Central California"
us,b000fxws,7,"Tuesday, April  2, 2013 00:59:17 UTC",66.4603,-17.6253,5.3,10.00,95,"Iceland region"
nc,71964710,2,"Tuesday, April  2, 2013 00:52:17 UTC",36.6002,-121.2037,1.7,6.80,35,"Central California"
uu,60017707,4,"Tuesday, April  2, 2013 00:49:15 UTC",39.7102,-110.6145,1.1,2.20, 8,"Utah"
ak,10685258,2,"Tuesday, April  2, 2013 00:44:06 UTC",63.5305,-149.9045,1.0,4.00,22,"Central Alaska"
us,b000fxvj,5,"Tuesday, April  2, 2013 00:31:26 UTC",-10.4282,161.0013,4.8,60.10,39,"Solomon Islands"
ak,10685244,2,"Tuesday, April  2, 2013 00:11:13 UTC",61.3098,-146.7964,1.5,15.00,33,"Southern Alaska"
ak,10685242,2,"Tuesday, April  2, 2013 00:06:52 UTC",63.6952,-149.4703,1.2,113.10,31,"Central Alaska"
ak,10685237,2,"Monday, April  1, 2013 23:48:36 UTC",63.2295,-144.7744,1.1,9.00,18,"Central Alaska"
ci,11277186,2,"Monday, April  1, 2013 23:26:01 UTC",35.0465,-117.6692,1.9,0.00,24,"Southern California"
ci,11277178,2,"Monday, April  1, 2013 23:20:49 UTC",33.2003,-115.6267,1.0,4.50,10,"Southern California"
ak,10685219,2,"Monday, April  1, 2013 23:07:24 UTC",64.9937,-147.3489,1.1,0.00,13,"Central Alaska"
ci,11277170,2,"Monday, April  1, 2013 23:05:11 UTC",33.6880,-116.7895,1.1,19.40,24,"Southern California"
us,b000fxrg,3,"Monday, April  1, 2013 22:40:16 UTC",-23.1719,68.5899,4.8,10.00,39,"Mid-Indian Ridge"
ci,11277114,2,"Monday, April  1, 2013 22:29:11 UTC",31.9957,-115.0497,2.9,16.60, 9,"Baja California, Mexico"
nc,71964645,2,"Monday, April  1, 2013 22:13:30 UTC",39.6237,-120.0113,1.5,4.50,16,"Northern California"
ak,10685195,2,"Monday, April  1, 2013 22:13:01 UTC",61.1891,-146.9392,1.7,0.00, 6,"Southern Alaska"
ak,10685191,2,"Monday, April  1, 2013 22:07:44 UTC",60.0768,-141.5051,1.0,20.20,20,"Southern Alaska"
pr,13091002,0,"Monday, April  1, 2013 22:02:56 UTC",18.8419,-64.1865,3.0,66.00, 6,"Virgin Islands region"
us,b000fxq1,6,"Monday, April  1, 2013 22:02:04 UTC",-20.7843,-178.4859,5.0,566.40,66,"Fiji region"
nc,71964640,1,"Monday, April  1, 2013 21:49:10 UTC",38.7908,-122.7760,1.1,2.50,24,"Northern California"
uu,60017687,2,"Monday, April  1, 2013 21:32:38 UTC",38.8447,-111.3572,1.6,1.50, 5,"Utah"
nc,71964635,1,"Monday, April  1, 2013 21:17:09 UTC",38.8367,-122.8013,1.4,2.40,26,"Northern California"
ak,10685156,2,"Monday, April  1, 2013 20:59:10 UTC",52.1620,-176.7637,3.3,122.30,25,"Andreanof Islands, Aleutian Islands, Alaska"
ci,11277066,2,"Monday, April  1, 2013 20:54:26 UTC",34.2963,-119.5007,2.0,12.70,17,"Santa Barbara Channel, California"
nc,71964625,2,"Monday, April  1, 2013 20:50:38 UTC",36.3910,-120.9553,1.7,1.20,37,"Central California"
nc,71964620,3,"Monday, April  1, 2013 20:47:59 UTC",37.5462,-119.0177,1.9,5.70,45,"Central California"
uw,60513737,1,"Monday, April  1, 2013 20:35:12 UTC",48.0950,-121.9380,1.4,0.00,13,"Washington"
ci,11277050,2,"Monday, April  1, 2013 20:34:46 UTC",33.5593,-117.2530,1.6,14.60,50,"Southern California"
